文字	面区点	水準	Unicode	UTF16
覉	2-88-38	第4水準	U+8989	0x8989
覐	2-88-39	第4水準	U+8990	0x8990
覟	2-88-40	第4水準	U+899F	0x899F
覰	2-88-41	第4水準	U+89B0	0x89B0
覷	2-88-42	第4水準	U+89B7	0x89B7
觖	2-88-43	第4水準	U+89D6	0x89D6
觘	2-88-44	第4水準	U+89D8	0x89D8
觫	2-88-45	第4水準	U+89EB	0x89EB
䚡	2-88-46	第4水準	U+46A1	0x46A1
觱	2-88-47	第4水準	U+89F1	0x89F1
觳	2-88-48	第4水準	U+89F3	0x89F3
觽	2-88-49	第4水準	U+89FD	0x89FD
觿	2-88-50	第4水準	U+89FF	0x89FF
䚯	2-88-51	第4水準	U+46AF	0x46AF
訑	2-88-52	第4水準	U+8A11	0x8A11
訔	2-88-53	第4水準	U+8A14	0x8A14
𧦅	2-88-54	第4水準	U+27985	0xD85E 0xDD85
訡	2-88-55	第4水準	U+8A21	0x8A21
訵	2-88-56	第4水準	U+8A35	0x8A35
訾	2-88-57	第4水準	U+8A3E	0x8A3E
詅	2-88-58	第4水準	U+8A45	0x8A45
詍	2-88-59	第4水準	U+8A4D	0x8A4D
詘	2-88-60	第4水準	U+8A58	0x8A58
誮	2-88-61	第4水準	U+8AAE	0x8AAE
誐	2-88-62	第4水準	U+8A90	0x8A90
誷	2-88-63	第4水準	U+8AB7	0x8AB7
誾	2-88-64	第4水準	U+8ABE	0x8ABE
諗	2-88-65	第4水準	U+8AD7	0x8AD7
諼	2-88-66	第4水準	U+8AFC	0x8AFC
𧪄	2-88-67	第4水準	U+27A84	0xD85E 0xDE84
謊	2-88-68	第4水準	U+8B0A	0x8B0A
謅	2-88-69	第4水準	U+8B05	0x8B05
謍	2-88-70	第4水準	U+8B0D	0x8B0D
謜	2-88-71	第4水準	U+8B1C	0x8B1C
謟	2-88-72	第4水準	U+8B1F	0x8B1F
謭	2-88-73	第4水準	U+8B2D	0x8B2D
譃	2-88-74	第4水準	U+8B43	0x8B43
䜌	2-88-75	第4水準	U+470C	0x470C
譑	2-88-76	第4水準	U+8B51	0x8B51
譞	2-88-77	第4水準	U+8B5E	0x8B5E
譶	2-88-78	第4水準	U+8B76	0x8B76
譿	2-88-79	第4水準	U+8B7F	0x8B7F
讁	2-88-80	第4水準	U+8B81	0x8B81
讋	2-88-81	第4水準	U+8B8B	0x8B8B
讔	2-88-82	第4水準	U+8B94	0x8B94
讕	2-88-83	第4水準	U+8B95	0x8B95
讜	2-88-84	第4水準	U+8B9C	0x8B9C
讞	2-88-85	第4水準	U+8B9E	0x8B9E
谹	2-88-86	第4水準	U+8C39	0x8C39
𧮳	2-88-87	第4水準	U+27BB3	0xD85E 0xDFB3
谽	2-88-88	第4水準	U+8C3D	0x8C3D
𧮾	2-88-89	第4水準	U+27BBE	0xD85E 0xDFBE
𧯇	2-88-90	第4水準	U+27BC7	0xD85E 0xDFC7
豅	2-88-91	第4水準	U+8C45	0x8C45
豇	2-88-92	第4水準	U+8C47	0x8C47
豏	2-88-93	第4水準	U+8C4F	0x8C4F
豔	2-88-94	第4水準	U+8C54	0x8C54
豗	2-89-01	第4水準	U+8C57	0x8C57
豩	2-89-02	第4水準	U+8C69	0x8C69
豭	2-89-03	第4水準	U+8C6D	0x8C6D
豳	2-89-04	第4水準	U+8C73	0x8C73
𧲸	2-89-05	第4水準	U+27CB8	0xD85F 0xDCB8
貓	2-89-06	第4水準	U+8C93	0x8C93
貒	2-89-07	第4水準	U+8C92	0x8C92
貙	2-89-08	第4水準	U+8C99	0x8C99
䝤	2-89-09	第4水準	U+4764	0x4764
貛	2-89-10	第4水準	U+8C9B	0x8C9B
貤	2-89-11	第4水準	U+8CA4	0x8CA4
賖	2-89-12	第4水準	U+8CD6	0x8CD6
賕	2-89-13	第4水準	U+8CD5	0x8CD5
賙	2-89-14	第4水準	U+8CD9	0x8CD9
𧶠	2-89-15	第4水準	U+27DA0	0xD85F 0xDDA0
賰	2-89-16	第4水準	U+8CF0	0x8CF0
賱	2-89-17	第4水準	U+8CF1	0x8CF1
𧸐	2-89-18	第4水準	U+27E10	0xD85F 0xDE10
贉	2-89-19	第4水準	U+8D09	0x8D09
贎	2-89-20	第4水準	U+8D0E	0x8D0E
赬	2-89-21	第4水準	U+8D6C	0x8D6C
趄	2-89-22	第4水準	U+8D84	0x8D84
趕	2-89-23	第4水準	U+8D95	0x8D95
趦	2-89-24	第4水準	U+8DA6	0x8DA6
𧾷	2-89-25	第4水準	U+27FB7	0xD85F 0xDFB7
跆	2-89-26	第4水準	U+8DC6	0x8DC6
跈	2-89-27	第4水準	U+8DC8	0x8DC8
跙	2-89-28	第4水準	U+8DD9	0x8DD9
跬	2-89-29	第4水準	U+8DEC	0x8DEC
踌	2-89-30	第4水準	U+8E0C	0x8E0C
䟽	2-89-31	第4水準	U+47FD	0x47FD
跽	2-89-32	第4水準	U+8DFD	0x8DFD
踆	2-89-33	第4水準	U+8E06	0x8E06
𨂊	2-89-34	第4水準	U+2808A	0xD860 0xDC8A
踔	2-89-35	第4水準	U+8E14	0x8E14
踖	2-89-36	第4水準	U+8E16	0x8E16
踡	2-89-37	第4水準	U+8E21	0x8E21
踢	2-89-38	第4水準	U+8E22	0x8E22
踧	2-89-39	第4水準	U+8E27	0x8E27
𨂻	2-89-40	第4水準	U+280BB	0xD860 0xDCBB
䠖	2-89-41	第4水準	U+4816	0x4816
踶	2-89-42	第4水準	U+8E36	0x8E36
踹	2-89-43	第4水準	U+8E39	0x8E39
蹋	2-89-44	第4水準	U+8E4B	0x8E4B
蹔	2-89-45	第4水準	U+8E54	0x8E54
蹢	2-89-46	第4水準	U+8E62	0x8E62
蹬	2-89-47	第4水準	U+8E6C	0x8E6C
蹭	2-89-48	第4水準	U+8E6D	0x8E6D
蹯	2-89-49	第4水準	U+8E6F	0x8E6F
躘	2-89-50	第4水準	U+8E98	0x8E98
躞	2-89-51	第4水準	U+8E9E	0x8E9E
躮	2-89-52	第4水準	U+8EAE	0x8EAE
躳	2-89-53	第4水準	U+8EB3	0x8EB3
躵	2-89-54	第4水準	U+8EB5	0x8EB5
躶	2-89-55	第4水準	U+8EB6	0x8EB6
躻	2-89-56	第4水準	U+8EBB	0x8EBB
𨊂	2-89-57	第4水準	U+28282	0xD860 0xDE82
軑	2-89-58	第4水準	U+8ED1	0x8ED1
軔	2-89-59	第4水準	U+8ED4	0x8ED4
䡎	2-89-60	第4水準	U+484E	0x484E
軹	2-89-61	第4水準	U+8EF9	0x8EF9
𨋳	2-89-62	第4水準	U+282F3	0xD860 0xDEF3
輀	2-89-63	第4水準	U+8F00	0x8F00
輈	2-89-64	第4水準	U+8F08	0x8F08
輗	2-89-65	第4水準	U+8F17	0x8F17
輫	2-89-66	第4水準	U+8F2B	0x8F2B
轀	2-89-67	第4水準	U+8F40	0x8F40
轊	2-89-68	第4水準	U+8F4A	0x8F4A
轘	2-89-69	第4水準	U+8F58	0x8F58
𨐌	2-89-70	第4水準	U+2840C	0xD861 0xDC0C
辤	2-89-71	第4水準	U+8FA4	0x8FA4
辴	2-89-72	第4水準	U+8FB4	0x8FB4
辶	2-89-73	第4水準	U+FA66	0xFA66
辶	2-89-74	第4水準	U+8FB6	0x8FB6
𨑕	2-89-75	第4水準	U+28455	0xD861 0xDC55
迁	2-89-76	第4水準	U+8FC1	0x8FC1
迆	2-89-77	第4水準	U+8FC6	0x8FC6
﨤	2-89-78	第4水準	U+FA24	0xFA24
迊	2-89-79	第4水準	U+8FCA	0x8FCA
迍	2-89-80	第4水準	U+8FCD	0x8FCD
迓	2-89-81	第4水準	U+8FD3	0x8FD3
迕	2-89-82	第4水準	U+8FD5	0x8FD5
迠	2-89-83	第4水準	U+8FE0	0x8FE0
迱	2-89-84	第4水準	U+8FF1	0x8FF1
迵	2-89-85	第4水準	U+8FF5	0x8FF5
迻	2-89-86	第4水準	U+8FFB	0x8FFB
适	2-89-87	第4水準	U+9002	0x9002
逌	2-89-88	第4水準	U+900C	0x900C
逷	2-89-89	第4水準	U+9037	0x9037
𨕫	2-89-90	第4水準	U+2856B	0xD861 0xDD6B
遃	2-89-91	第4水準	U+9043	0x9043
遄	2-89-92	第4水準	U+9044	0x9044
遝	2-89-93	第4水準	U+905D	0x905D
𨗈	2-89-94	第4水準	U+285C8	0xD861 0xDDC8
𨗉	2-90-01	第4水準	U+285C9	0xD861 0xDDC9
邅	2-90-02	第4水準	U+9085	0x9085
邌	2-90-03	第4水準	U+908C	0x908C
邐	2-90-04	第4水準	U+9090	0x9090
阝	2-90-05	第4水準	U+961D	0x961D
邡	2-90-06	第4水準	U+90A1	0x90A1
䢵	2-90-07	第4水準	U+48B5	0x48B5
邰	2-90-08	第4水準	U+90B0	0x90B0
邶	2-90-09	第4水準	U+90B6	0x90B6
郃	2-90-10	第4水準	U+90C3	0x90C3
郈	2-90-11	第4水準	U+90C8	0x90C8
𨛗	2-90-12	第4水準	U+286D7	0xD861 0xDED7
郜	2-90-13	第4水準	U+90DC	0x90DC
郟	2-90-14	第4水準	U+90DF	0x90DF
𨛺	2-90-15	第4水準	U+286FA	0xD861 0xDEFA
郶	2-90-16	第4水準	U+90F6	0x90F6
郲	2-90-17	第4水準	U+90F2	0x90F2
鄀	2-90-18	第4水準	U+9100	0x9100
郫	2-90-19	第4水準	U+90EB	0x90EB
郾	2-90-20	第4水準	U+90FE	0x90FE
郿	2-90-21	第4水準	U+90FF	0x90FF
鄄	2-90-22	第4水準	U+9104	0x9104
鄆	2-90-23	第4水準	U+9106	0x9106
鄘	2-90-24	第4水準	U+9118	0x9118
鄜	2-90-25	第4水準	U+911C	0x911C
鄞	2-90-26	第4水準	U+911E	0x911E
鄷	2-90-27	第4水準	U+9137	0x9137
鄹	2-90-28	第4水準	U+9139	0x9139
鄺	2-90-29	第4水準	U+913A	0x913A
酆	2-90-30	第4水準	U+9146	0x9146
酇	2-90-31	第4水準	U+9147	0x9147
酗	2-90-32	第4水準	U+9157	0x9157
酙	2-90-33	第4水準	U+9159	0x9159
酡	2-90-34	第4水準	U+9161	0x9161
酤	2-90-35	第4水準	U+9164	0x9164
酴	2-90-36	第4水準	U+9174	0x9174
酹	2-90-37	第4水準	U+9179	0x9179
醅	2-90-38	第4水準	U+9185	0x9185
醎	2-90-39	第4水準	U+918E	0x918E
醨	2-90-40	第4水準	U+91A8	0x91A8
醮	2-90-41	第4水準	U+91AE	0x91AE
醳	2-90-42	第4水準	U+91B3	0x91B3
醶	2-90-43	第4水準	U+91B6	0x91B6
釃	2-90-44	第4水準	U+91C3	0x91C3
釄	2-90-45	第4水準	U+91C4	0x91C4
釚	2-90-46	第4水準	U+91DA	0x91DA
𨥉	2-90-47	第4水準	U+28949	0xD862 0xDD49
𨥆	2-90-48	第4水準	U+28946	0xD862 0xDD46
釬	2-90-49	第4水準	U+91EC	0x91EC
釮	2-90-50	第4水準	U+91EE	0x91EE
鈁	2-90-51	第4水準	U+9201	0x9201
鈊	2-90-52	第4水準	U+920A	0x920A
鈖	2-90-53	第4水準	U+9216	0x9216
鈗	2-90-54	第4水準	U+9217	0x9217
𨥫	2-90-55	第4水準	U+2896B	0xD862 0xDD6B
鈳	2-90-56	第4水準	U+9233	0x9233
鉂	2-90-57	第4水準	U+9242	0x9242
鉇	2-90-58	第4水準	U+9247	0x9247
鉊	2-90-59	第4水準	U+924A	0x924A
鉎	2-90-60	第4水準	U+924E	0x924E
鉑	2-90-61	第4水準	U+9251	0x9251
鉖	2-90-62	第4水準	U+9256	0x9256
鉙	2-90-63	第4水準	U+9259	0x9259
鉠	2-90-64	第4水準	U+9260	0x9260
鉡	2-90-65	第4水準	U+9261	0x9261
鉥	2-90-66	第4水準	U+9265	0x9265
鉧	2-90-67	第4水準	U+9267	0x9267
鉨	2-90-68	第4水準	U+9268	0x9268
𨦇	2-90-69	第4水準	U+28987	0xD862 0xDD87
𨦈	2-90-70	第4水準	U+28988	0xD862 0xDD88
鉼	2-90-71	第4水準	U+927C	0x927C
鉽	2-90-72	第4水準	U+927D	0x927D
鉿	2-90-73	第4水準	U+927F	0x927F
銉	2-90-74	第4水準	U+9289	0x9289
銍	2-90-75	第4水準	U+928D	0x928D
銗	2-90-76	第4水準	U+9297	0x9297
銙	2-90-77	第4水準	U+9299	0x9299
銟	2-90-78	第4水準	U+929F	0x929F
銧	2-90-79	第4水準	U+92A7	0x92A7
銫	2-90-80	第4水準	U+92AB	0x92AB
𨦺	2-90-81	第4水準	U+289BA	0xD862 0xDDBA
𨦻	2-90-82	第4水準	U+289BB	0xD862 0xDDBB
銲	2-90-83	第4水準	U+92B2	0x92B2
銿	2-90-84	第4水準	U+92BF	0x92BF
鋀	2-90-85	第4水準	U+92C0	0x92C0
鋆	2-90-86	第4水準	U+92C6	0x92C6
鋎	2-90-87	第4水準	U+92CE	0x92CE
鋐	2-90-88	第4水準	U+92D0	0x92D0
鋗	2-90-89	第4水準	U+92D7	0x92D7
鋙	2-90-90	第4水準	U+92D9	0x92D9
鋥	2-90-91	第4水準	U+92E5	0x92E5
鋧	2-90-92	第4水準	U+92E7	0x92E7
錑	2-90-93	第4水準	U+9311	0x9311
𨨞	2-90-94	第4水準	U+28A1E	0xD862 0xDE1E
𨨩	2-91-01	第4水準	U+28A29	0xD862 0xDE29
鋷	2-91-02	第4水準	U+92F7	0x92F7
鋹	2-91-03	第4水準	U+92F9	0x92F9
鋻	2-91-04	第4水準	U+92FB	0x92FB
錂	2-91-05	第4水準	U+9302	0x9302
錍	2-91-06	第4水準	U+930D	0x930D
錕	2-91-07	第4水準	U+9315	0x9315
錝	2-91-08	第4水準	U+931D	0x931D
錞	2-91-09	第4水準	U+931E	0x931E
錧	2-91-10	第4水準	U+9327	0x9327
錩	2-91-11	第4水準	U+9329	0x9329
𨩱	2-91-12	第4水準	U+28A71	0xD862 0xDE71
𨩃	2-91-13	第4水準	U+28A43	0xD862 0xDE43
鍇	2-91-14	第4水準	U+9347	0x9347
鍑	2-91-15	第4水準	U+9351	0x9351
鍗	2-91-16	第4水準	U+9357	0x9357
鍚	2-91-17	第4水準	U+935A	0x935A
鍫	2-91-18	第4水準	U+936B	0x936B
鍱	2-91-19	第4水準	U+9371	0x9371
鍳	2-91-20	第4水準	U+9373	0x9373
鎡	2-91-21	第4水準	U+93A1	0x93A1
𨪙	2-91-22	第4水準	U+28A99	0xD862 0xDE99
𨫍	2-91-23	第4水準	U+28ACD	0xD862 0xDECD
鎈	2-91-24	第4水準	U+9388	0x9388
鎋	2-91-25	第4水準	U+938B	0x938B
鎏	2-91-26	第4水準	U+938F	0x938F
鎞	2-91-27	第4水準	U+939E	0x939E
鏵	2-91-28	第4水準	U+93F5	0x93F5
𨫤	2-91-29	第4水準	U+28AE4	0xD862 0xDEE4
𨫝	2-91-30	第4水準	U+28ADD	0xD862 0xDEDD
鏱	2-91-31	第4水準	U+93F1	0x93F1
鏁	2-91-32	第4水準	U+93C1	0x93C1
鏇	2-91-33	第4水準	U+93C7	0x93C7
鏜	2-91-34	第4水準	U+93DC	0x93DC
鏢	2-91-35	第4水準	U+93E2	0x93E2
鏧	2-91-36	第4水準	U+93E7	0x93E7
鐉	2-91-37	第4水準	U+9409	0x9409
鐏	2-91-38	第4水準	U+940F	0x940F
鐖	2-91-39	第4水準	U+9416	0x9416
鐗	2-91-40	第4水準	U+9417	0x9417
鏻	2-91-41	第4水準	U+93FB	0x93FB
鐲	2-91-42	第4水準	U+9432	0x9432
鐴	2-91-43	第4水準	U+9434	0x9434
鐻	2-91-44	第4水準	U+943B	0x943B
鑅	2-91-45	第4水準	U+9445	0x9445
𨯁	2-91-46	第4水準	U+28BC1	0xD862 0xDFC1
𨯯	2-91-47	第4水準	U+28BEF	0xD862 0xDFEF
鑭	2-91-48	第4水準	U+946D	0x946D
鑯	2-91-49	第4水準	U+946F	0x946F
镸	2-91-50	第4水準	U+9578	0x9578
镹	2-91-51	第4水準	U+9579	0x9579
閆	2-91-52	第4水準	U+9586	0x9586
閌	2-91-53	第4水準	U+958C	0x958C
閍	2-91-54	第4水準	U+958D	0x958D
𨴐	2-91-55	第4水準	U+28D10	0xD863 0xDD10
閫	2-91-56	第4水準	U+95AB	0x95AB
閴	2-91-57	第4水準	U+95B4	0x95B4
𨵱	2-91-58	第4水準	U+28D71	0xD863 0xDD71
闈	2-91-59	第4水準	U+95C8	0x95C8
𨷻	2-91-60	第4水準	U+28DFB	0xD863 0xDDFB
𨸟	2-91-61	第4水準	U+28E1F	0xD863 0xDE1F
阬	2-91-62	第4水準	U+962C	0x962C
阳	2-91-63	第4水準	U+9633	0x9633
阴	2-91-64	第4水準	U+9634	0x9634
𨸶	2-91-65	第4水準	U+28E36	0xD863 0xDE36
阼	2-91-66	第4水準	U+963C	0x963C
陁	2-91-67	第4水準	U+9641	0x9641
陡	2-91-68	第4水準	U+9661	0x9661
𨺉	2-91-69	第4水準	U+28E89	0xD863 0xDE89
隂	2-91-70	第4水準	U+9682	0x9682
𨻫	2-91-71	第4水準	U+28EEB	0xD863 0xDEEB
隚	2-91-72	第4水準	U+969A	0x969A
𨼲	2-91-73	第4水準	U+28F32	0xD863 0xDF32
䧧	2-91-74	第4水準	U+49E7	0x49E7
隩	2-91-75	第4水準	U+96A9	0x96A9
隯	2-91-76	第4水準	U+96AF	0x96AF
隳	2-91-77	第4水準	U+96B3	0x96B3
隺	2-91-78	第4水準	U+96BA	0x96BA
隽	2-91-79	第4水準	U+96BD	0x96BD
䧺	2-91-80	第4水準	U+49FA	0x49FA
𨿸	2-91-81	第4水準	U+28FF8	0xD863 0xDFF8
雘	2-91-82	第4水準	U+96D8	0x96D8
雚	2-91-83	第4水準	U+96DA	0x96DA
雝	2-91-84	第4水準	U+96DD	0x96DD
䨄	2-91-85	第4水準	U+4A04	0x4A04
霔	2-91-86	第4水準	U+9714	0x9714
霣	2-91-87	第4水準	U+9723	0x9723
䨩	2-91-88	第4水準	U+4A29	0x4A29
霶	2-91-89	第4水準	U+9736	0x9736
靁	2-91-90	第4水準	U+9741	0x9741
靇	2-91-91	第4水準	U+9747	0x9747
靕	2-91-92	第4水準	U+9755	0x9755
靗	2-91-93	第4水準	U+9757	0x9757
靛	2-91-94	第4水準	U+975B	0x975B
靪	2-92-01	第4水準	U+976A	0x976A
𩊠	2-92-02	第4水準	U+292A0	0xD864 0xDEA0
𩊱	2-92-03	第4水準	U+292B1	0xD864 0xDEB1
鞖	2-92-04	第4水準	U+9796	0x9796
鞚	2-92-05	第4水準	U+979A	0x979A
鞞	2-92-06	第4水準	U+979E	0x979E
鞢	2-92-07	第4水準	U+97A2	0x97A2
鞱	2-92-08	第4水準	U+97B1	0x97B1
鞲	2-92-09	第4水準	U+97B2	0x97B2
鞾	2-92-10	第4水準	U+97BE	0x97BE
韌	2-92-11	第4水準	U+97CC	0x97CC
韑	2-92-12	第4水準	U+97D1	0x97D1
韔	2-92-13	第4水準	U+97D4	0x97D4
韘	2-92-14	第4水準	U+97D8	0x97D8
韙	2-92-15	第4水準	U+97D9	0x97D9
韡	2-92-16	第4水準	U+97E1	0x97E1
韱	2-92-17	第4水準	U+97F1	0x97F1
頄	2-92-18	第4水準	U+9804	0x9804
頍	2-92-19	第4水準	U+980D	0x980D
頎	2-92-20	第4水準	U+980E	0x980E
頔	2-92-21	第4水準	U+9814	0x9814
頖	2-92-22	第4水準	U+9816	0x9816
䪼	2-92-23	第4水準	U+4ABC	0x4ABC
𩒐	2-92-24	第4水準	U+29490	0xD865 0xDC90
頣	2-92-25	第4水準	U+9823	0x9823
頲	2-92-26	第4水準	U+9832	0x9832
頳	2-92-27	第4水準	U+9833	0x9833
頥	2-92-28	第4水準	U+9825	0x9825
顇	2-92-29	第4水準	U+9847	0x9847
顦	2-92-30	第4水準	U+9866	0x9866
颫	2-92-31	第4水準	U+98AB	0x98AB
颭	2-92-32	第4水準	U+98AD	0x98AD
颰	2-92-33	第4水準	U+98B0	0x98B0
𩗏	2-92-34	第4水準	U+295CF	0xD865 0xDDCF
颷	2-92-35	第4水準	U+98B7	0x98B7
颸	2-92-36	第4水準	U+98B8	0x98B8
颻	2-92-37	第4水準	U+98BB	0x98BB
颼	2-92-38	第4水準	U+98BC	0x98BC
颿	2-92-39	第4水準	U+98BF	0x98BF
飂	2-92-40	第4水準	U+98C2	0x98C2
飇	2-92-41	第4水準	U+98C7	0x98C7
飋	2-92-42	第4水準	U+98CB	0x98CB
飠	2-92-43	第4水準	U+98E0	0x98E0
𩙿	2-92-44	第4水準	U+2967F	0xD865 0xDE7F
飡	2-92-45	第4水準	U+98E1	0x98E1
飣	2-92-46	第4水準	U+98E3	0x98E3
飥	2-92-47	第4水準	U+98E5	0x98E5
飪	2-92-48	第4水準	U+98EA	0x98EA
飰	2-92-49	第4水準	U+98F0	0x98F0
飱	2-92-50	第4水準	U+98F1	0x98F1
飳	2-92-51	第4水準	U+98F3	0x98F3
餈	2-92-52	第4水準	U+9908	0x9908
䬻	2-92-53	第4水準	U+4B3B	0x4B3B
𩛰	2-92-54	第4水準	U+296F0	0xD865 0xDEF0
餖	2-92-55	第4水準	U+9916	0x9916
餗	2-92-56	第4水準	U+9917	0x9917
𩜙	2-92-57	第4水準	U+29719	0xD865 0xDF19
餚	2-92-58	第4水準	U+991A	0x991A
餛	2-92-59	第4水準	U+991B	0x991B
餜	2-92-60	第4水準	U+991C	0x991C
𩝐	2-92-61	第4水準	U+29750	0xD865 0xDF50
餱	2-92-62	第4水準	U+9931	0x9931
餲	2-92-63	第4水準	U+9932	0x9932
餳	2-92-64	第4水準	U+9933	0x9933
餺	2-92-65	第4水準	U+993A	0x993A
餻	2-92-66	第4水準	U+993B	0x993B
餼	2-92-67	第4水準	U+993C	0x993C
饀	2-92-68	第4水準	U+9940	0x9940
饁	2-92-69	第4水準	U+9941	0x9941
饆	2-92-70	第4水準	U+9946	0x9946
饍	2-92-71	第4水準	U+994D	0x994D
饎	2-92-72	第4水準	U+994E	0x994E
饜	2-92-73	第4水準	U+995C	0x995C
饟	2-92-74	第4水準	U+995F	0x995F
饠	2-92-75	第4水準	U+9960	0x9960
馣	2-92-76	第4水準	U+99A3	0x99A3
馦	2-92-77	第4水準	U+99A6	0x99A6
馹	2-92-78	第4水準	U+99B9	0x99B9
馽	2-92-79	第4水準	U+99BD	0x99BD
馿	2-92-80	第4水準	U+99BF	0x99BF
駃	2-92-81	第4水準	U+99C3	0x99C3
駉	2-92-82	第4水準	U+99C9	0x99C9
駔	2-92-83	第4水準	U+99D4	0x99D4
駙	2-92-84	第4水準	U+99D9	0x99D9
駞	2-92-85	第4水準	U+99DE	0x99DE
𩣆	2-92-86	第4水準	U+298C6	0xD866 0xDCC6
駰	2-92-87	第4水準	U+99F0	0x99F0
駹	2-92-88	第4水準	U+99F9	0x99F9
駼	2-92-89	第4水準	U+99FC	0x99FC
騊	2-92-90	第4水準	U+9A0A	0x9A0A
騑	2-92-91	第4水準	U+9A11	0x9A11
騖	2-92-92	第4水準	U+9A16	0x9A16
騚	2-92-93	第4水準	U+9A1A	0x9A1A
騠	2-92-94	第4水準	U+9A20	0x9A20
騱	2-93-01	第4水準	U+9A31	0x9A31
騶	2-93-02	第4水準	U+9A36	0x9A36
驄	2-93-03	第4水準	U+9A44	0x9A44
驌	2-93-04	第4水準	U+9A4C	0x9A4C
驘	2-93-05	第4水準	U+9A58	0x9A58
䯂	2-93-06	第4水準	U+4BC2	0x4BC2
骯	2-93-07	第4水準	U+9AAF	0x9AAF
䯊	2-93-08	第4水準	U+4BCA	0x4BCA
骷	2-93-09	第4水準	U+9AB7	0x9AB7
䯒	2-93-10	第4水準	U+4BD2	0x4BD2
骹	2-93-11	第4水準	U+9AB9	0x9AB9
𩩲	2-93-12	第4水準	U+29A72	0xD866 0xDE72
髆	2-93-13	第4水準	U+9AC6	0x9AC6
髐	2-93-14	第4水準	U+9AD0	0x9AD0
髒	2-93-15	第4水準	U+9AD2	0x9AD2
髕	2-93-16	第4水準	U+9AD5	0x9AD5
䯨	2-93-17	第4水準	U+4BE8	0x4BE8
髜	2-93-18	第4水準	U+9ADC	0x9ADC
髠	2-93-19	第4水準	U+9AE0	0x9AE0
髥	2-93-20	第4水準	U+9AE5	0x9AE5
髩	2-93-21	第4水準	U+9AE9	0x9AE9
鬃	2-93-22	第4水準	U+9B03	0x9B03
鬌	2-93-23	第4水準	U+9B0C	0x9B0C
鬐	2-93-24	第4水準	U+9B10	0x9B10
鬒	2-93-25	第4水準	U+9B12	0x9B12
鬖	2-93-26	第4水準	U+9B16	0x9B16
鬜	2-93-27	第4水準	U+9B1C	0x9B1C
鬫	2-93-28	第4水準	U+9B2B	0x9B2B
鬳	2-93-29	第4水準	U+9B33	0x9B33
鬽	2-93-30	第4水準	U+9B3D	0x9B3D
䰠	2-93-31	第4水準	U+4C20	0x4C20
魋	2-93-32	第4水準	U+9B4B	0x9B4B
魣	2-93-33	第4水準	U+9B63	0x9B63
魥	2-93-34	第4水準	U+9B65	0x9B65
魫	2-93-35	第4水準	U+9B6B	0x9B6B
魬	2-93-36	第4水準	U+9B6C	0x9B6C
魳	2-93-37	第4水準	U+9B73	0x9B73
魶	2-93-38	第4水準	U+9B76	0x9B76
魷	2-93-39	第4水準	U+9B77	0x9B77
鮦	2-93-40	第4水準	U+9BA6	0x9BA6
鮬	2-93-41	第4水準	U+9BAC	0x9BAC
鮱	2-93-42	第4水準	U+9BB1	0x9BB1
𩷛	2-93-43	第4水準	U+29DDB	0xD867 0xDDDB
𩸽	2-93-44	第4水準	U+29E3D	0xD867 0xDE3D
鮲	2-93-45	第4水準	U+9BB2	0x9BB2
鮸	2-93-46	第4水準	U+9BB8	0x9BB8
鮾	2-93-47	第4水準	U+9BBE	0x9BBE
鯇	2-93-48	第4水準	U+9BC7	0x9BC7
鯳	2-93-49	第4水準	U+9BF3	0x9BF3
鯘	2-93-50	第4水準	U+9BD8	0x9BD8
鯝	2-93-51	第4水準	U+9BDD	0x9BDD
鯧	2-93-52	第4水準	U+9BE7	0x9BE7
鯪	2-93-53	第4水準	U+9BEA	0x9BEA
鯫	2-93-54	第4水準	U+9BEB	0x9BEB
鯯	2-93-55	第4水準	U+9BEF	0x9BEF
鯮	2-93-56	第4水準	U+9BEE	0x9BEE
𩸕	2-93-57	第4水準	U+29E15	0xD867 0xDE15
鯺	2-93-58	第4水準	U+9BFA	0x9BFA
𩺊	2-93-59	第4水準	U+29E8A	0xD867 0xDE8A
鯷	2-93-60	第4水準	U+9BF7	0x9BF7
𩹉	2-93-61	第4水準	U+29E49	0xD867 0xDE49
鰖	2-93-62	第4水準	U+9C16	0x9C16
鰘	2-93-63	第4水準	U+9C18	0x9C18
鰙	2-93-64	第4水準	U+9C19	0x9C19
鰚	2-93-65	第4水準	U+9C1A	0x9C1A
鰝	2-93-66	第4水準	U+9C1D	0x9C1D
鰢	2-93-67	第4水準	U+9C22	0x9C22
鰧	2-93-68	第4水準	U+9C27	0x9C27
鰩	2-93-69	第4水準	U+9C29	0x9C29
鰪	2-93-70	第4水準	U+9C2A	0x9C2A
𩻄	2-93-71	第4水準	U+29EC4	0xD867 0xDEC4
鰱	2-93-72	第4水準	U+9C31	0x9C31
鰶	2-93-73	第4水準	U+9C36	0x9C36
鰷	2-93-74	第4水準	U+9C37	0x9C37
鱅	2-93-75	第4水準	U+9C45	0x9C45
鱜	2-93-76	第4水準	U+9C5C	0x9C5C
𩻩	2-93-77	第4水準	U+29EE9	0xD867 0xDEE9
鱉	2-93-78	第4水準	U+9C49	0x9C49
鱊	2-93-79	第4水準	U+9C4A	0x9C4A
𩻛	2-93-80	第4水準	U+29EDB	0xD867 0xDEDB
鱔	2-93-81	第4水準	U+9C54	0x9C54
鱘	2-93-82	第4水準	U+9C58	0x9C58
